well	0	1200	2400	3600	4800	6000	7200	8400	9600	10800	12000	13200	14400	15600	16800	18000	19200	20400	21600	22800	24000	25200	26400	27600	28800	30000	31200	32400	33600	34800	36000	37200	38400	39600	40800	42000	43200	44400	45600	46800	48000	49200	50400	51600	52800	54000	55200	56400	57600	58800	60000	61200	62400	63600	64800	66000	67200	68400	69600	70800	72000	Summary
A1	0.04901259853868531	0.04582286577738955	0.04283687677129786	0.039982324476849414	0.037234408001773536	0.03476594807718234	0.034860196526225774	0.036821228801431384	0.040326846530482206	0.04505607180862311	0.05074508122524185	0.05696254585078975	0.0632769134324716	0.0693752662825388	0.0752123293539759	0.0810646830759077	0.08730927843390877	0.09426545066747843	0.10198913154586343	0.1106973887357153	0.12063033587864591	0.13213618145744274	0.14517610199588962	0.1596198091306725	0.1754635852087566	0.19276486903904486	0.21172564252928644	0.2324752068905207	0.25500880491417405	0.27910298683088164	0.3043013986536333	0.330626302517052	0.3584105984955077	0.38810906783118804	0.4205100148952412	0.4558312073299023	0.4944187207156511	0.536222801897617	0.5815305674052268	0.6308391833311099	0.6846575571805602	0.7432619735128633	0.8066193156048935	0.873344798084871	0.9425173257717667	1.0135153749185195	1.0864693327237323	1.1609657729285972	1.2358649801757289	1.3100370308891662	1.3829711891003715	1.4533606023462997	1.51984190277705	1.5833967212959144	1.6443000007216377	1.7026330634743163	1.7585147692320713	1.8142938670739008	1.8699264178785169	1.9254137194006056	1.9807978277488196	Growth with valine supplementation without hyperosmotic stress.
A3	0.04946187351776879	0.04865665661139305	0.048038584396019324	0.04758800469883493	0.04731927546986129	0.04731470064896608	0.04956279315024676	0.05293757262570537	0.05724279098698061	0.06253072213357222	0.06867844037727609	0.07516926634226424	0.08133446013113739	0.08662887284393975	0.090990665923504	0.09460394127319077	0.09768525199106196	0.10096394902239111	0.10592614867577128	0.11319067025054495	0.12278487777435605	0.1346438739323766	0.14896010293638282	0.16614176514707488	0.18569223090914178	0.2066848936412247	0.22878363511780167	0.25231153307019794	0.277654418003419	0.3046894806500969	0.3334730821050079	0.36454787342295153	0.3988505241994959	0.4366759013537182	0.47820131535848837	0.522960077014056	0.5705234865160903	0.6209470006055877	0.6743825490792996	0.7309054668023236	0.7905134249749034	0.8526794545501025	0.9170858546025838	0.98287995366582	1.050426293375904	1.1196110408035156	1.1892693976039312	1.2585271421291822	1.3275367187616272	1.3967508280252523	1.4656716726385364	1.5327475027832642	1.5979316436515048	1.6612038696725904	1.7223892618696377	1.7807203112715368	1.833197899264828	1.8855727060604364	1.93756652391519	1.9890930405316287	2.040193022839274	Growth with physiological lysine supplementation without hyperosmotic stress.
A4	0.06628070374546877	0.06429266041008437	0.062342500734489444	0.06039971685712526	0.05843016935022972	0.056458706470873206	0.055544774458135	0.055475263654596735	0.05585112899395842	0.05647220653667846	0.05744024716630394	0.05859464535370142	0.05911503460762375	0.058218420100735274	0.05599900470718513	0.053145957140066674	0.05013815620009589	0.04707844226567815	0.04434657681564469	0.04258476103905807	0.04242527410878646	0.04387753446738349	0.046349054672256494	0.049441013469826885	0.052970421822513485	0.05691682762541653	0.061102370902779805	0.06546173399768186	0.06989581142706493	0.07427854726752407	0.07886633617844632	0.08385535333204866	0.08944601899862081	0.0958339706184806	0.10322673726383859	0.11187804523239016	0.12196966566236848	0.13380585208300874	0.1476470054082578	0.16331964667433885	0.18112734174872772	0.2015957647634951	0.2243445647814713	0.2490870346219914	0.27608821983416054	0.30542304516702784	0.3370411817487873	0.3709755606383923	0.40842577627098897	0.45000022104324405	0.4947681743362614	0.5426682593792309	0.5933409863577118	0.6464290849171117	0.7031707447874935	0.7632863379870443	0.8251839513811956	0.887186265935802	0.9492222998524349	1.0112897139426749	1.0734127060674123	Growth with supraphysiological lysine supplementation without hyperosmotic stress.
A6	0.007054997528102594	0.007681960571646137	0.008267728901281173	0.008838440851897493	0.009398940930087007	0.009878435116201822	0.010070275179325613	0.010129800726057974	0.010169612487348545	0.010292573394287057	0.010544899663953586	0.010898173113118581	0.011095899325002863	0.011136121613625295	0.011198171529730147	0.011566833155348491	0.012412410596217099	0.013588273906848995	0.015138659746165788	0.017115947089047234	0.019437996751278164	0.022081557990608413	0.024865254573716283	0.02788480354432263	0.031029312180517837	0.03403555660191204	0.036881876753843586	0.03965613886386131	0.04270359540437696	0.04658223652178334	0.051911172809470205	0.05862301877863939	0.06634105809429372	0.07519046976519488	0.08573933720806055	0.09798888903100299	0.11139255837390198	0.1254671409807509	0.1400553289111329	0.1549572510296615	0.17039715355627252	0.18684243892152388	0.20412973146877683	0.22181750875769668	0.23964956724692518	0.257661864934688	0.27660864730164697	0.29715312284855466	0.32004830235476717	0.34569597510125993	0.3734144213728848	0.40309913978128953	0.43549804015647603	0.47116617796352805	0.5093127219872308	0.5486421518368	0.5887677145122799	0.6288259792534293	0.6689592169096101	0.7091858505067806	0.7494651504272591	Growth with physiological lysine supplementation under hyperosmotic stress.
A7	0.013123366689867926	0.012937489838131625	0.012873558024136167	0.012840373591553204	0.012709500704162878	0.012415076893335437	0.012723848493477465	0.013771538041699526	0.015127177528110415	0.016081104906186208	0.016253566023024087	0.01588024700355911	0.015148793866481986	0.014056492221089113	0.012479865613187549	0.010420500280876337	0.008231944903842457	0.006621124993187354	0.006085208066600031	0.006339474547770134	0.00670322910939077	0.006947315147929119	0.007092749447290857	0.007338413950074195	0.007672844446057068	0.008170484337426244	0.009393057680733102	0.01191961298613485	0.01616671366689557	0.021964488634052568	0.028746461556199965	0.03598025615619228	0.043516214887263066	0.05112207838891295	0.05848769349068687	0.06540117829002491	0.07199748671422491	0.07896505086680378	0.08707128465501543	0.09640691669342705	0.10667628610243682	0.11739600857261957	0.12861561042352707	0.14054434433811475	0.15301164096292888	0.16538846680481556	0.17723755782619544	0.18882704286475951	0.20045684371271094	0.21197254361656714	0.22307946326029562	0.23485044894454632	0.24972425270398224	0.26754597211175335	0.28783279600271056	0.3103017370347384	0.3391339397858288	0.3683609127610082	0.39824972588183943	0.4288818670107658	0.4602468121034158	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
A8	0.033138035174292826	0.031265076274563514	0.029702822744858144	0.028383896822245992	0.027241138828623924	0.026271194073983838	0.027925168043386826	0.03108445811226635	0.035580238143986566	0.04100485756215424	0.04663103816236942	0.05201797549888655	0.05737014028283737	0.06318655994150033	0.06998300688745303	0.07789180746692363	0.08664614954866473	0.096533675879598	0.10818087361759332	0.12144373984451284	0.1355567025631896	0.1500789554354707	0.16527473330609216	0.18209881671678968	0.20095848353630866	0.2215564364653118	0.2433082900183307	0.26629230635037804	0.2912400423332341	0.3184673754875163	0.34788158144638526	0.37934275057857203	0.4130754631744086	0.44977766084517173	0.4898987665024196	0.5334767457620183	0.5805685552326453	0.630883221404819	0.6847290077728875	0.7420588778800216	0.8028488504724948	0.8666028599204703	0.9328121086606924	1.0011566280709652	1.07134788035871	1.1424816436514418	1.2136341611788668	1.2839365578993942	1.352869421029944	1.4199375392094982	1.4833635021260863	1.541503332666891	1.5970932669681626	1.6524390763447947	1.705577981478986	1.7570176305715757	1.8054063974013208	1.854068010778689	1.902826360147773	1.9516773881406855	2.0006992789892935	Baseline growth without any supplementation or hyperosmotic stress.
A9	0.010734364930348296	0.010379241282492289	0.009986573945177366	0.009559200771971555	0.009106817301747843	0.008646272699321798	0.00817170614054741	0.0078025455246565805	0.007252202061703903	0.006561406806519146	0.006127333108875762	0.006200174183229879	0.006637706318871954	0.007094140738590646	0.007543364025432768	0.008025541505697197	0.008726188383463928	0.009487278216745335	0.009912674303143612	0.009914693613950292	0.009512307643664734	0.00873322265302709	0.007859743431014482	0.007860790020813288	0.009516792563605339	0.012736977102420334	0.01733178106872287	0.023238137009583663	0.030433828239444856	0.03863515603390647	0.04682261435799785	0.05430893545249606	0.0610248163491571	0.06710267296978946	0.07320411965839313	0.08008450700305488	0.08784554715189682	0.0964509595125504	0.105909477055109	0.11573322905504255	0.12530213275460958	0.13420882976075524	0.14240340628824313	0.1504883642019953	0.1602005955565691	0.17180919762028915	0.18432811105961605	0.19755881479431261	0.21215489627227302	0.22854262999804062	0.24641617973270527	0.26683479572615354	0.2898792637363143	0.3151809450000199	0.34402709319596975	0.3765268995663673	0.4159821801282963	0.4555599306001461	0.4956866519631862	0.5364019423308883	0.5776177090670216	Growth with supraphysiological lysine supplementation under hyperosmotic stress.
A10	0.004422839901170739	0.0051907273903667095	0.005951425139589299	0.00667194246646317	0.0073227717981954495	0.00792192672687583	0.008456069414266573	0.009122972464705729	0.009712338821453781	0.010192961776599173	0.010814349268993967	0.011568295192428735	0.012201234520279408	0.012510981009745514	0.01245870024837789	0.012238230124145384	0.01206772372222744	0.01210762726799312	0.01248361399181947	0.013309386138094577	0.014630214876662604	0.01630829619634867	0.018023353343561626	0.019500586087383105	0.020654533655933113	0.02141370549924089	0.02193813084919858	0.022394888036632737	0.022820520507421102	0.02318388570054331	0.0236397785632329	0.024309311550275717	0.025124241731245507	0.02587826888885223	0.026089561624507245	0.025515220961536203	0.02458805891034633	0.02367188364038552	0.022697421935514148	0.02136503844387849	0.019792892031306773	0.018595055412495995	0.018172422354789032	0.01822135649944714	0.018402510267350795	0.01854465711844804	0.018680975107056012	0.018952714441821936	0.019272208551990862	0.01967034681950835	0.020247254670634224	0.02103555776644759	0.021792333677718337	0.022395565017181356	0.022967662851884604	0.02358282163491379	0.024010259938227595	0.02435251926741032	0.024615810584860693	0.02484729049840315	0.025082952199905723	Media control
A11	0.009999999999999997	0.01	0.01	0.009999999999999998	0.010000000000000002	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.009951303519170203	0.009740895206852215	0.009419398355820415	0.009176083678212852	0.009168466044050713	0.009444022574369501	0.010104901522699371	0.011436273670769055	0.013649553297577251	0.016810169483578455	0.020744889658152434	0.025318000283530064	0.030715810311494608	0.03701894797538364	0.0438952365506429	0.050752576149464025	0.05735411893800288	0.06377824732834804	0.0700511715159397	0.07614187298961687	0.08190804634182827	0.08774366842090092	0.09358023372331012	0.09900497499861767	0.10413594445657859	0.10907615346972434	0.11384877611422442	0.11822352980648161	0.12238088021444238	0.12680333864746615	0.1313876287733209	0.136607104691397	0.14317607978790087	0.1507594823358553	0.15874607503025576	0.16695032128947043	0.17646067371163052	0.18783415419638547	0.20222784610938616	0.21996091144058594	0.2394080029810716	0.2595976581479052	0.28080343988801476	0.30326689566715515	0.3269123858934444	0.3504859687172941	0.37408600837374906	0.3977352492513836	0.42140175460919993	Growth with valine supplementation under hyperosmotic stress.
A12	0.010407846789158461	0.009927594133161253	0.009413325927467303	0.008852162924374766	0.008230866778755879	0.007585154826443041	0.007078298718080995	0.0070043042198771254	0.00715832216612438	0.007288334233429279	0.007511741034233663	0.008072469364295608	0.008924175559615917	0.009633727155396177	0.009944341790760357	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.010000000000000002	0.009999999999999997	0.009964168289105946	0.009794923283765898	0.009545992599528253	0.009515258801748994	0.009849771788366176	0.010431781245837346	0.011212429227281712	0.012399107672816627	0.014416825026971773	0.01751882086519447	0.021501776756964023	0.025976108132964994	0.031082480499923085	0.037196245888557154	0.04436477278119168	0.05220246202237922	0.06026574597036937	0.06843462063759387	0.07654946480563589	0.0840591703735616	0.09086648442605194	0.09696761621888134	0.10254801960474244	0.10931428589395203	0.11801878120086816	0.12694880357370356	0.13662831556740043	0.14670033901928486	0.1572567612760087	0.17098107909786325	0.18690821754923645	0.2037436539602885	0.22136732854986038	0.23969446257229624	0.2593076840756283	0.2803472561096244	0.30338526928323606	0.3263746529830618	0.34946427077291964	0.3727007136136764	0.3960902656877969	Growth under hyperosmotic stress without any supplementation.
